CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
20-05-1847-46,20-017,CHIQUIMULA,CAMOTAN,ESCUELA NORMAL BILINGÜE INTERCULTURAL/TURER AJ KANSEYAJ CH'ORTI',BARRIO EL CEMENTERIO,79465170,ROSARIO RIVAS VILLAFUERTE,JULIAN RAMÍREZ DE ROSA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-05-1863-46,20-034,CHIQUIMULA,CAMOTAN,INSTITUTO POR COOPERATIVA DE ENSEÑANZA DIVERSIFICADA,ALDEA CAPARJA,33448425,BYRON HORACIO SARCEÑO ZEPEDA,ROBERTO ANTONIO HERNÁNDEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-06-0042-46,20-030,CHIQUIMULA,OLOPA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,ALDEA TITUQUE,47517698,VILMA ESPERANZA LOPEZ INTERIANO,ANGELA ROCÍO DÍAZ URRUTIA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-06-1787-46,20-034,CHIQUIMULA,OLOPA,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA LIC. MARIO ROLANDO TORRES MARROQUIN,OLOPA,,BYRON HORACIO SARCEÑO ZEPEDA,,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0002-46,20-035,CHIQUIMULA,ESQUIPULAS,"INSTITUTO TECNICO INDUSTRIAL ""HENRY FORD""","5A CALLE ""A"" 6-74 ZONA 1",79433773,OSWALDO RAFAEL SALINAS BRENES,HUGO MANUEL RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-07-0004-46,20-035,CHIQUIMULA,ESQUIPULAS,"INSTITUTO TECNICO INDUSTRIAL ""HENRY FORD""","5A CALLE ""A"" 6-74 ZONA 1",79433773,OSWALDO RAFAEL SALINAS BRENES,HUGO MANUEL RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0050-46,20-035,CHIQUIMULA,ESQUIPULAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,6A. AVENIDA Y 3A. CALLE FINAL ZONA 1,33406062,OSWALDO RAFAEL SALINAS BRENES,LESBIA CONSUELO LÓPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0061-46,20-035,CHIQUIMULA,ESQUIPULAS,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA DE ESQUIPULAS,2DA. AVENIDA 0-20 ZONA 1,42787205,OSWALDO RAFAEL SALINAS BRENES,LESVIA DINORA SÁNCHEZ DE VIDAL,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0079-46,20-014,CHIQUIMULA,ESQUIPULAS,COLEGIO MUNICIPAL DE EDUCACION DIVERSIFICADA,ALDEA CHANMAGUA,53046838,JOCELYN VIANNEY CACERES PALMA,VERONICA JUDITH CABRERA NOVEGIL,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0083-46,20-034,CHIQUIMULA,ESQUIPULAS,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,"SECTOR COOPERATIVA PB ESCUELA RURAL, ZONA 0 ALDEA CHANMAGUA",53046838,BYRON HORACIO SARCEÑO ZEPEDA,VERÓNICA JUDITH CABRERA NOVEGIL,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0103-46,20-015,CHIQUIMULA,ESQUIPULAS,COLEGIO CRISTIANO SHALOM,"5TA. AVENIDA ""A"" 4-60 ZONA 1",79433008,ANGEL FRANCISCO ESPINA MONROY,MYNOR RENÉ MARTÍNEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0106-46,20-014,CHIQUIMULA,ESQUIPULAS,LICEO DE FORMACION INTEGRAL,8A. CALLE 1-15 ZONA 1 COLONIA QUIRIO CATAÑO II,79433902,JOCELYN VIANNEY CACERES PALMA,VÍCTOR ALEXANDER GALVEZ MEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0111-46,20-015,CHIQUIMULA,ESQUIPULAS,"COLEGIO DE EDUCACIÓN PARA ADULTOS ""SEMILLA DE VIDA""",3A. CALLE 2-13 ZONA 2 BARRIO NUEVO,59748507,ANGEL FRANCISCO ESPINA MONROY,EDY NOÈ VIDES MEJÌA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-0114-46,20-015,CHIQUIMULA,ESQUIPULAS,"COLEGIO DE EDUCACION PARA ADULTOS ""SEMILLA DE VIDA""",3A. CALLE 2-13 ZONA 2 BARRIO NUEVO,59748507,ANGEL FRANCISCO ESPINA MONROY,EDY NOÈ VIDES MEJÌA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-0116-46,20-015,CHIQUIMULA,ESQUIPULAS,LICEO DE FORMACIÓN INTEGRAL,8VA. CALLE 1-15 ZONA 1 COLONIA QUIRIO CATAÑO II,79433902,ANGEL FRANCISCO ESPINA MONROY,VÍCTOR ALEXANDER GALVEZ MEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-0122-46,20-044,CHIQUIMULA,ESQUIPULAS,"COLEGIO PRIVADO MIXTO ""MONTESSORI""","6TA. AVENIDA 6-99 ZONA 1, BARRIO SAN JOAQUIN",79431270,LANDELINO CRUZ GARCIA,MILAGRO DE JESÚS ACEVEDO DE RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-07-0127-46,20-015,CHIQUIMULA,ESQUIPULAS,"COLEGIO DE EDUCACION PARA ADULTOS ""SEMILLA DE VIDA""",3A. CALLE 2-13 ZONA 2,32155033,ANGEL FRANCISCO ESPINA MONROY,EDY NOÉ VIDES MEJÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0132-46,20-035,CHIQUIMULA,ESQUIPULAS,LICEO ESQUIPULTECO BILINGÜE,3A. AVENIDA 4-31 ZONA 1,41897428,OSWALDO RAFAEL SALINAS BRENES,ANA MARÍA PÉREZ DE AQUINO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0141-46,20-015,CHIQUIMULA,ESQUIPULAS,INSTITUTO RENÉ ALMENGOR INBECC,"6A. AVENIDA 0-11 ZONA 1, BARRIO SANTIAGUITO",79432727,ANGEL FRANCISCO ESPINA MONROY,SANTOS INOCENTE RAMOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),CHIQUIMULA
20-07-0142-46,20-015,CHIQUIMULA,ESQUIPULAS,INSTITUTO RENÉ ALMENGOR INBECC,"6A. AVENIDA 0-11 ZONA 1, BARRIO SANTIAGUITO",79432727,ANGEL FRANCISCO ESPINA MONROY,SANTOS INOCENTE RAMOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0143-46,20-030,CHIQUIMULA,ESQUIPULAS,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,10 CALLE 6-27 BARRIO SAN SEBASTIÁN,30393716,VILMA ESPERANZA LOPEZ INTERIANO,CARLOS ROLANDO MONROY CHEGÜÉN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-0145-46,20-035,CHIQUIMULA,ESQUIPULAS,COLEGIO PRIVADO MIXTO BENDICIÓN,6A. AVENIDA 6-99 ZONA 1 BARRIO SAN JOAQUÍN,42194761,OSWALDO RAFAEL SALINAS BRENES,OSCAR ESCOBAR ESPINO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-07-0147-46,20-014,CHIQUIMULA,ESQUIPULAS,LICEO DE FORMACIÓN INTEGRAL,8VA. CALLE 1-15 ZONA 1 COLONIA QUIRIO CATAÑO II,79433902,JOCELYN VIANNEY CACERES PALMA,SOLEDAD DEL CARMEN LÓPEZ ROSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-07-0149-46,20-035,CHIQUIMULA,ESQUIPULAS,"INSTITUTO TÉCNICO INDUSTRIAL ""HENRY FORD""","5TA. CALLE ""A"" 6-74 ZONA 1",79433773,OSWALDO RAFAEL SALINAS BRENES,BRENDA LETICIA GARCÍA FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-07-0332-46,20-015,CHIQUIMULA,ESQUIPULAS,ESCUELA DE EDUCACIÓN DIVERSIFICADA EDIVER,6A. AV. 6-99 ZONA 1,41491485,ANGEL FRANCISCO ESPINA MONROY,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0334-46,20-015,CHIQUIMULA,ESQUIPULAS,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'LICEO ESQUIPULTECO',3A AVE. 4-31 ZONA 1,,ANGEL FRANCISCO ESPINA MONROY,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-07-0506-46,20-044,CHIQUIMULA,ESQUIPULAS,"COLEGIO PRIVADO MIXTO ""MONTESSORI""",6A. AVENIDA 6-99 ZONA 1,79431270,LANDELINO CRUZ GARCIA,HÉCTOR LEONEL SALGUERO MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-1909-46,20-015,CHIQUIMULA,ESQUIPULAS,COLEGIO CATOLICO PRIVADO MIXTO 'SAN BENITO',13 CALLE 6-06 ZONA 1,79431391,ANGEL FRANCISCO ESPINA MONROY,MARIO RICARDO LEIVA DÍAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-2066-46,20-015,CHIQUIMULA,ESQUIPULAS,COLEGIO CATOLICO PRIVADO MIXTO 'SAN BENITO',13 CALLE 6-06 ZONA 1,79431391,ANGEL FRANCISCO ESPINA MONROY,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-07-2085-46,20-014,CHIQUIMULA,ESQUIPULAS,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,ALDEA CHANMAGUA,,JOCELYN VIANNEY CACERES PALMA,,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-2098-46,20-014,CHIQUIMULA,ESQUIPULAS,COLEGIO PRIVADO MIXTO RENACIMIENTO,5A. AV. 2-25 ZONA 1,79432012,JOCELYN VIANNEY CACERES PALMA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-2365-46,20-014,CHIQUIMULA,ESQUIPULAS,COLEGIO PRIVADO MIXTO RENACIMIENTO,"5A. AV, 2-25 ZONA 1 ESQUIPULAS",,JOCELYN VIANNEY CACERES PALMA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-2408-46,20-015,CHIQUIMULA,ESQUIPULAS,INSTITUTO BASICO ESQUIPULTECO Y CIENCIAS COMERCIALES (INBECC),5A. CALLE A 6-74 ZONA 1,79430127,ANGEL FRANCISCO ESPINA MONROY,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-08-0004-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,"COLEGIO CRISTIANO ""CRISTO VIENE YA""",COLONIA BETHEL ALDEA LA ERMITA,79437534,JORGE ALBERTO SAAVEDRA LOPEZ,EVER AROLDO CORTEZ GUERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-08-0006-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA NUEVA,30194721,JORGE ALBERTO SAAVEDRA LOPEZ,ULISES RIVERA ACEVEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-08-0018-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,COLEGIO MUNICIPAL DE EDUCACION DIVERSIFICADA,COLONIA NUEVA,79435110,JORGE ALBERTO SAAVEDRA LOPEZ,SANDRA ERUDINA ESPINO CASTILLO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-08-0019-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,COLEGIO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,COLONIA NUEVA,79435110,JORGE ALBERTO SAAVEDRA LOPEZ,SANDRA ERUDINA ESPINO CASTILLO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-08-0020-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,COLONIA NUEVA,30194721,JORGE ALBERTO SAAVEDRA LOPEZ,ULISES RIVERA ACEVEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-08-0025-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,COLEGIO CRISTIANO CRISTO VIENE YA,"COLONIA BETHEL, ALDEA LA ERMITA",79437534,JORGE ALBERTO SAAVEDRA LOPEZ,EVER AROLDO CORTEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-08-1595-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,LICEO TECNICO CONCEPCION,,,JORGE ALBERTO SAAVEDRA LOPEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0031-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,INSTITUTO PARA MAESTRAS DE EDUCACION PREPRIMARIA INTERCULTURAL,BARRIO EL CALVARIO DE LA VILLA,59821901,ANGELA DEL ROSARIO GARCIA MARCOS,VICTORIA ABIGAIL RUIZ DIAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0037-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,COMPLEJO EDUCATIVO INTERCULTURAL,COLONIA SANTA FILOMENA ZONA 2,79440254,CESAR HELAMAN GARCIA LOPEZ,MARIA ESTHER MARCOS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0039-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,INSTITUTO PARA MAESTRAS DE EDUCACION PREPRIMARIA INTERCULTURAL,9. CALLEJON 1-72 ZONA 1,41516678,ANGELA DEL ROSARIO GARCIA MARCOS,VICTORIA ABIGAIL RUIZ DIAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0043-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,COMPLEJO EDUCATIVO INTERCULTURAL,COLONIA SANTA FILOMENA ZONA 2,79440254,CESAR HELAMAN GARCIA LOPEZ,MARIA ESTHER MARCOS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0044-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,"COLEGIO CATOLICO PRIVADO MIXTO ""SAN FRANCISCO DE ASIS""",COLONIA SANTA FILOMENA,52075093,ANGELA DEL ROSARIO GARCIA MARCOS,JUAN LUIS MIGUEL AGOSTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0045-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,LICEO TECNICO QUEZALTEPEQUE,9. CALLEJON 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,ELOINA MARGOTH SANDOVAL VILLAFUERTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0056-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,COMPLEJO EDUCATIVO INTERCULTURAL,COLONIA SANTA FILOMENA ZONA 2,79440254,CESAR HELAMAN GARCIA LOPEZ,MARÍA ESTHER MARCOS LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-09-0058-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,COLEGIO ADVENTISTA REDENCIÓN,14 CALLEJON 3-11 ZONA 2 COLONIA VILLA LORENA,79440353,ANGELA DEL ROSARIO GARCIA MARCOS,BLANCA EDINA PÉREZ FELIPE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0060-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,INSTITUTO PRIVADO MIXTO NOCTURNO DE CIENCIAS COMERCIALES,COLONIA SANTA FILOMENA ZONA 2,79440254,CESAR HELAMAN GARCIA LOPEZ,REINALDO JOÉL MARROQUÍN TORRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-09-0063-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,LICEO TÉCNICO QUEZALTEPEQUE,9NO. CALLEJÓN 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,ELOINA MARGOTH SANDOVAL VILLAFUERTE DE CERÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-09-0064-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,COLEGIO ADVENTISTA REDENCIÓN,14 CALLEJÓN 3-11 ZONA 2 COLONIA VILLA LORENA,47005938,ANGELA DEL ROSARIO GARCIA MARCOS,BLANCA EDINA PÉREZ FELIPE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0069-46,20-030,CHIQUIMULA,QUEZALTEPEQUE,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,1ERA. CALLE 4-59 ZONA 1,33086541,VILMA ESPERANZA LOPEZ INTERIANO,SINDY YAMALÍ VÁSQUEZ PASCUAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-09-0071-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,LICEO TÉCNICO QUEZALTEPEQUE,9. CALLEJON 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,ELOINA MARGOTH SANDOVAL VILLAFUERTE DE CERÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-09-0073-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,INSTITUTO PRIVADO MIXTO NOCTURNO DE CIENCIAS COMERCIALES,COLONIA SANTA FILOMENA ZONA 2,33721515,CESAR HELAMAN GARCIA LOPEZ,OLGA ELENA CASTAÑEDA MOLINA DE MARROQUÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-09-0408-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,INSTITUTO PRIVADO MIXTO NOCTURNO DE CIENCIAS COMERCIALES,COLONIA SANTA FILOMENA,79440254,CESAR HELAMAN GARCIA LOPEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-09-1525-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,LICEO TECNICO QUEZALTEPEQUE,9NO. CALLEJON 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,ELOINA MARGOTH SANDOVAL VILLAFUERTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-1555-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,LICEO TECNICO QUEZALTEPEQUE,9 CALLEJON 1-72 ZONA 1,55101858,ANGELA DEL ROSARIO GARCIA MARCOS,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),CHIQUIMULA
20-09-1793-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,ESCUELA NORMAL DE EDUCACIÓN FÍSICA DOCTOR EN CIENCIAS POLÍTICAS Y SOCIALES MARIO ROLANDO TORRES MARROQUÍN,KILOMETRO 197 CARRETERA A ESQUIPULAS COLONIA LOS PINOS,79440416,CESAR HELAMAN GARCIA LOPEZ,LUIS EDUARDO FRANCISCO ELGUETA ANDRINO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-09-1794-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,INSTITUTO DE BACHILLERATO EN COMPUTACION,3A. AV. 1-68 ZONA 1,51578198,CESAR HELAMAN GARCIA LOPEZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-2271-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,INSTITUTO PRIVADO MIXTO NOCTURNO DE CIENCIAS COMERCIALES,VILLA DE QUEZALTEPEQUE,79440254,CESAR HELAMAN GARCIA LOPEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-2363-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,LICEO TECNICO QUEZALTEPEQUE,9 CALLEJON 1-72 ZONA 1,55101659,ANGELA DEL ROSARIO GARCIA MARCOS,JUAN LUIS MIGUEL AGOSTO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-10-0013-46,20-011,CHIQUIMULA,SAN JACINTO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL CENTRO SAN JACINTO,,JOSE ROLANDO DIAZ HERNANDEZ,---,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-10-0020-46,20-030,CHIQUIMULA,SAN JACINTO,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,ALDEA TIZUBÍN,55372091,VILMA ESPERANZA LOPEZ INTERIANO,DINA RAMÍREZ MARCOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-11-0001-46,20-018,CHIQUIMULA,IPALA,"INSTITUTO TECNICO INDUSTRIAL ""ALBERT EINSTEIN""",1A. DIAGONAL 2-44 ZONA 1,42695079,NILDA MARITZA ARROYO RODRIGUEZ,MELIDA ROSA ARIAS PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-11-0002-46,20-041,CHIQUIMULA,IPALA,"INSTITUTO TECNICO INDUSTRIAL ""ALBERT EINSTEIN""","2A. CALLE ""A"" 1-83 ZONA 3 BARRIO EL MAESTRO",,JUAN DE DIOS MONROY RAMIREZ,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-11-0003-46,20-018,CHIQUIMULA,IPALA,"INSTITUTO TECNICO INDUSTRIAL ""ALBERT EINSTEIN""",1A. DIAGONAL 2-44 ZONA 1,30440845,NILDA MARITZA ARROYO RODRIGUEZ,SINDY SIOMARA FOLGAR MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
