CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
15-01-0115-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,"RUTA 4, 12-68 ZONA 5 BARRIO SANTA ELENA",79540830,EDGAR LEONEL RAMIREZ GONZALEZ,ELGI WALTER BOTEO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-01-0116-46,15-001,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHILASCÓ,30308037,EDGAR LEONEL RAMIREZ GONZALEZ,LESTER MATEO QUEJ GARCÍA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0135-46,15-030,BAJA VERAPAZ,SALAMA,CENTRO EDUCATIVO VERAPAZ DEL SUR,1A. CALLE 1-105 ZONA 3,79400550,NELSON JOEL HERNANDEZ HERNANDEZ,MARÍA PATRICIA ARRIOLA FERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0143-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO TECNICO EXPERIMENTAL DE FORMACIÓN INDUSTRIAL POR COOPERATIVA,"SECTOR LAS TEJERAS, BARRIO EL CALVARIO",58122084,NELSON JOEL HERNANDEZ HERNANDEZ,NYDIA ROSSIBELL CHAVARRÍA HERRERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0153-46,15-026,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,"DIAGONAL 4, 1-24 ZONA 2",79400182,ELIECER ARIEL ISMALEJ MORALES,ELIA NIVEA LÓPEZ GARCÍA DE SAGASTUME,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-01-0154-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,RUTA 4 12-68 ZONA 5 BARRIO SANTA ELENA,79540830,EDGAR LEONEL RAMIREZ GONZALEZ,VICTOR GERARDO RODAS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0156-46,15-001,BAJA VERAPAZ,SALAMA,LICEO SAN RAFAEL,ALDEA CHILASCÓ,50022615,EDGAR LEONEL RAMIREZ GONZALEZ,LUIS ALBERTO GARCIA QUEJ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0157-46,15-026,BAJA VERAPAZ,SALAMA,LICEO SAN RAFAEL,ALDEA CHILASCÓ,50022615,ELIECER ARIEL ISMALEJ MORALES,LUIS ALBERTO GARCIA QUEJ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-01-0160-46,15-026,BAJA VERAPAZ,SALAMA,LICEO SAN RAFAEL,ALDEA CHILASCÓ,50022615,ELIECER ARIEL ISMALEJ MORALES,LUIS ALBERTO GARCÍA QUEJ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-01-0162-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA EL TEMPISQUE,58578688,NELSON JOEL HERNANDEZ HERNANDEZ,KENDY MELANYHA LISSETTE SILVESTRE BOL DE ESPINOZA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-0172-46,15-024,BAJA VERAPAZ,SALAMA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"2A. CALLE, ZONA 1",54887718,VIVIAN VERONICA PRERA NOGUERA,EDY LEONEL VÁSQUE LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ
15-01-0174-46,15-024,BAJA VERAPAZ,SALAMA,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA -PRONEA-,11 AVENIDA 1-99 ZONA 6,42159922,VIVIAN VERONICA PRERA NOGUERA,VIVIAN VERÓNICA PRERA NOGUERA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,BAJA VERAPAZ
15-01-0177-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,"DIAGONAL 4, 1-24, ZONA 2",79400182,EDGAR LEONEL RAMIREZ GONZALEZ,LICDA. ELIA NIVEA LÓPEZ GARCÍA DE SAGASTUME,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-01-0178-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,"RUTA 4 12-68, ZONA 5, BARRIO SANTA ELENA",79540909,EDGAR LEONEL RAMIREZ GONZALEZ,LIC. ELGI WALTER BOTEO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-01-0180-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,"5A. AVENIDA 6-31, ZONA 1",79540849,EDGAR LEONEL RAMIREZ GONZALEZ,PEM. MARÍA CONCEPCIÓN MORALES ENRÍQUEZ DE AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),BAJA VERAPAZ
15-01-0182-46,15-030,BAJA VERAPAZ,SALAMA,CENTRO ESTUDIANTIL MIGUEL ÁNGEL ASTURIAS,"RUTA 4, ZONA 5, BARRIO SANTA ELENA",56913283,NELSON JOEL HERNANDEZ HERNANDEZ,LIC. JORGE EMILIO SOTO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),BAJA VERAPAZ
15-01-0185-46,15-024,BAJA VERAPAZ,SALAMA,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX DEPARTAMENTAL,"11AVENIDA 1-99, ZONA 6",33595715,VIVIAN VERONICA PRERA NOGUERA,ELDER WILFREDO MENDOZA RODRÍGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ
15-01-1274-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE ADMINISTRACION DE EMPRESAS,"5A. AVENIDA 4-74, ZONA 1 BARRIO CENTRO",53199693,NELSON JOEL HERNANDEZ HERNANDEZ,WILLIAM SAMAYOA MOYA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1480-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO TECNICO EXPERIMENTAL DE FORMACION INDUSTRIAL POR COOPERATIVA -ITEFIC-,"BARRIO EL CALVARIO, SECTOR LAS TEJERAS",42080074,NELSON JOEL HERNANDEZ HERNANDEZ,NYDIA ROSSIBELL CHAVARRÍA HERRERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1732-46,25-000,BAJA VERAPAZ,SALAMA,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),SALAMA,,SONIA HAYDEE REYES MONTERROSO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,BAJA VERAPAZ
15-01-1754-46,15-001,BAJA VERAPAZ,SALAMA,INSTITUTO NORMAL DE PRIMARIA BILINGUE INTERCULTURAL ADS. A ESCUELA NORMAL RURAL NO.4 DR. ELIZARDO URIZAR LEAL,13 AVENIDA 7-41 ZONA 2 BARRIO HACIENDA DE LA VIRGEN,54139831,EDGAR LEONEL RAMIREZ GONZALEZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1852-46,15-001,BAJA VERAPAZ,SALAMA,ESCUELA NORMAL DE EDUCACION FISICA,"2DA AVENIDA 6-89 ZONA 1, INTERIOR VILLA DEPORTIVA",42155284,EDGAR LEONEL RAMIREZ GONZALEZ,DOUGLAS RAUL OLIVA TOBAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1947-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,5AV. 6-31 ZONA 1,79540899,EDGAR LEONEL RAMIREZ GONZALEZ,MARÍA CONCEPCIÓN MORALES ENRÍQUEZ DE AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-1948-46,15-001,BAJA VERAPAZ,SALAMA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,DIAGONAL 4 12-48 ZONA 5,,EDGAR LEONEL RAMIREZ GONZALEZ,,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),BAJA VERAPAZ
15-01-2023-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTLAN,"DIAGONAL 4, 1-24 ZONA 2",79400182,EDGAR LEONEL RAMIREZ GONZALEZ,ELIA NÍVEA LÓPEZ DE SAGASTUME,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-01-2164-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,BARRIO AGUA CALIENTE,79540899,EDGAR LEONEL RAMIREZ GONZALEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0023-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN GABRIEL PANTZUJ,57511927,WILSON ESTUARDO CANAHUI JA,MAYNOR ESTUARDO BACHÁN PÉREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0058-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON SAN JUAN,49575099,WILSON ESTUARDO CANAHUI JA,OLIVIA MARGARITA CANAHUÍ JÁ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0059-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR BAUTISTA MIXTO,CANTON LA CRUZ,47195280,WILSON ESTUARDO CANAHUI JA,BLANCA ESMERALDA RODRÍGUEZ XITUMUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0094-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA SAN FRANCISCO,40407799,WILSON ESTUARDO CANAHUI JA,WALTER OSEAS ORTÍZ SIS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0100-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,"CENTRO EDUCATIVO TECNOLÓGICO ""EL NAZARENO""",ALDEA SAN GABRIEL PANTZUJ,57521552,WILSON ESTUARDO CANAHUI JA,ELMER JOSE JERÓNIMO IXTECOC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0107-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR BAUTISTA MIXTO,CANTÓN LA CRUZ,47195280,WILSON ESTUARDO CANAHUI JA,BLANCA ESMERALDA RODRÍGUEZ XITUMUL DE CANAHUI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0109-46,15-006,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PRIVADO MIXTO NAZARENO,CANTÓN LA CRUZ,42040713,HUGO RAMIRO GONZALEZ CANAHUI,DANIO VINICIO CUXÚN GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0111-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CASERÍO CHUPEL,57831873,WILSON ESTUARDO CANAHUI JA,RUDY ZOEL RODRÍGUEZ XITUMUL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0117-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,ALDEA SAN GABRIEL,42559525,WILSON ESTUARDO CANAHUI JA,RONALDO MORALES SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0118-46,15-032,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,ALDEA SAN GABRIEL,42559525,SERGIO OLIVERIO IBOY MENDOZA,RONALDO MORALES SIS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0119-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,ALDEA SAN GABRIEL,42559525,WILSON ESTUARDO CANAHUI JA,RONALDO MORALES SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0121-46,15-032,BAJA VERAPAZ,SAN MIGUEL CHICAJ,CENTRO EDUCATIVO TECNOLÓGICO EL NAZARENO,ALDEA SAN GABRIEL PANTZUJ,56929179,SERGIO OLIVERIO IBOY MENDOZA,ELMER JOSÉ JERÓNIMO IXTECOC,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0122-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,CENTRO EDUCATIVO TECNOLÓGICO EL NAZARENO,ALDEA SAN GABRIEL PANTZUJ,51798338,WILSON ESTUARDO CANAHUI JA,MERLY SORAYA MENDOZA IXPATAC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-02-0125-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHICHOLÓN,46530578,WILSON ESTUARDO CANAHUI JA,NORMA ELIZABETH MATÍAS IXTECOC,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0126-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN RAFAEL,58965292,WILSON ESTUARDO CANAHUI JA,JOSÉ ANGEL PICÓN LIMA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0129-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL PROGRESO,58592232,WILSON ESTUARDO CANAHUI JA,HAROLD ARDANY MEJÍA ESTRADA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0131-46,15-024,BAJA VERAPAZ,SAN MIGUEL CHICAJ,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CANTÓN SAN JUAN,54887718,VIVIAN VERONICA PRERA NOGUERA,EDY LEONEL VÁSQUEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ
15-02-0132-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA SANTO DOMINGO SANTA RITA,54772055,WILSON ESTUARDO CANAHUI JA,SANDRA MARIBEL JERÓNIMO XITUMUL DE XITUMUL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-02-0135-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR BAUTISTA MIXTO,CANTÓN LA CRUZ,56903927,WILSON ESTUARDO CANAHUI JA,LICDA. BLANCA ESMERALDA RODRÍGUEZ XITUMUL DE CANAHUÍ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-02-0138-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR MIXTO NUEVO AMANECER,ALDEA SAN GABRIEL PANTZUJ,42559525,WILSON ESTUARDO CANAHUI JA,RONALDO MORALES SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-02-2035-46,15-006,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO MIXTO PRIVADO 'SAN JOSE DE BETANCUR' (POR MADUREZ),CANTON SAN JUAN,,HUGO RAMIRO GONZALEZ CANAHUI,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-03-0046-46,15-031,BAJA VERAPAZ,RABINAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. CALLE Y 4A. AVENIDA ZONA 3 FRENTE AL CAMPO DE AVIACIÓN,59148736,EDGAR OVIDIO SIC XITUMUL,BERTA LIDIA GARCÍA ALVARADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0059-46,15-031,BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO SANTO DOMINGO,4A. AVENIDA ENTRE 3A. Y 4A. CALLE ZONA 2,79388037,EDGAR OVIDIO SIC XITUMUL,ARABELA CONSUELO IXPATÁ AJ DE CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0060-46,15-031,BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO SANTO DOMINGO,4A. AVENIDA ENTRE 3A. Y 4A. CALLE ZONA 2,79388037,EDGAR OVIDIO SIC XITUMUL,ARABELA CONSUELO IXPATÁ AJ DE CASTRO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-03-0062-46,15-006,BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO SANTO DOMINGO,4A. AVENIDA ENTRE 3A. Y 4A. CALLE ZONA 2,79388037,HUGO RAMIRO GONZALEZ CANAHUI,ANA MARIA VICTORIA XITUMUL PIOX,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ
15-03-0070-46,15-031,BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO COMUNITARIO BILINGUE INTERCULTURAL NUEVA ESPERANZA RIO NEGRO,"CASERÍO CORROLABAJ, ALDEA CHITICOY",79388218,EDGAR OVIDIO SIC XITUMUL,JUAN CARLOS REYES GARCÍA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0076-46,15-031,BAJA VERAPAZ,RABINAL,ENBI OXLAJUJ NO´OJ,ALDEA PACHALUM,47078646,EDGAR OVIDIO SIC XITUMUL,PETRONILA MORALES ROMÁN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0085-46,15-031,BAJA VERAPAZ,RABINAL,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA CONCUL,59794684,EDGAR OVIDIO SIC XITUMUL,NERY AMILCAR ALVARADO COSIBEL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
