CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
17-01-0095-46,17-001,PETEN,FLORES,INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ CAMINO A LA LIBERTAD,"CENTRO DE DETENCION DEPARTAMENTAL, SANTA ELENA DE LA CRUZ",79261698,SERGIO LUIS LEIVA,GLENDA PATRICIA CHAMALE GOMEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-0099-46,17-001,PETEN,FLORES,CENTRO EDUCATIVO DEL NAZARENO,"4A. CALLE A 5-55 ZONA 1, SANTA ELENA DE LA CRUZ",79263311,SERGIO LUIS LEIVA,ERWIN DAVID LOPEZ OCHAETA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-0100-46,17-001,PETEN,FLORES,INSTITUTO TECNOLOGICO AGROFORESTAL CENTRO MAYA,SANTA ELENA DE LA CRUZ,79264718,SERGIO LUIS LEIVA,EDGAR ROLANDO CHAYAX MOLINA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN
17-01-0104-46,17-001,PETEN,FLORES,COLEGIO EDUCATIVO PRIVADO RIVERA,ALDEA PAXCAMAN,49355352,SERGIO LUIS LEIVA,MANUEL DE JESUS RIVERA GOMEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),PETÉN
17-01-0106-46,17-001,PETEN,FLORES,"INSTITUTO TECNICO DE EDUCACION MEDIA DE PETEN ""ITEMP""",6TA. AVE. ENTRE 3RA. Y 4TA. CALLE ZONA 1 SANTA ELENA,50357085,SERGIO LUIS LEIVA,GLADIS CELENI ZAMORA MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-01-0110-46,17-001,PETEN,FLORES,"CENTRO EDUCATIVO CRISTIANO ""GENESIS""",ALDEA PAXCAMAN,31272157,SERGIO LUIS LEIVA,EFRAÍN CÓRDOVA NOVELO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-0123-46,17-001,PETEN,FLORES,"CENTRO EDUCATIVO CRISTIANO ""GENESIS""",ALDEA PAXCAMAN,31272157,SERGIO LUIS LEIVA,EFRAIN CORDOVA NOVELO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-01-0124-46,17-001,PETEN,FLORES,COLEGIO DE EDUCACIÓN MEDIA SAN ISIDRO,CASERIO IXLU,55164373,SERGIO LUIS LEIVA,RUTILIA SALGUERO CASTRO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-0125-46,17-001,PETEN,FLORES,INSTITUTO COMERCIAL VILLA CONCEPCION,BARRIO VILLA CONCEPCION,78675253,SERGIO LUIS LEIVA,VERONICA MILDRED REYS MAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-01-0128-46,17-001,PETEN,FLORES,INSTITUTO COMERCIAL VILLA CONCEPCION,"1RA.AV.2DA.CALLE ZONA 2, BARRIIO VILLA CONCEPCIÓN",74248180,SERGIO LUIS LEIVA,VERONICA MILDRED MAS REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-01-0131-46,17-001,PETEN,FLORES,INSTITUTO COMERCIAL VILLA CONCEPCION,"1AV. 2DA. CALLE ZONA 2, BARRIO VILLA CONCEPCION.",79248180,SERGIO LUIS LEIVA,VERONICA MILDRETH MAS REYES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-01-0133-46,17-001,PETEN,FLORES,COLEGIO INTEGRADO DE EDUCACION PROFESIONAL DE PETEN-CIEPP-,ALDEA IXLU,79248512,SERGIO LUIS LEIVA,ELVIRA ARGENTINA OAZ TUN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-01-0136-46,17-001,PETEN,FLORES,INSTITUTO TECNOLOGICO HOWARD W. HUNTER,0 CALLE 0-65 ZONA 1 CALZADA RODRIGUEZ MACAL,79262016,SERGIO LUIS LEIVA,OLGA MARINA VELIZ PALACIOS DE BAÑOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN
17-01-0139-46,17-001,PETEN,FLORES,COLEGIO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,SANA ELENA,59393916,SERGIO LUIS LEIVA,MELVER EONIDIO BIN TENI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-01-0153-46,17-048,PETEN,FLORES,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA-PRONEA-,SANTA ELENA,79262583,SANTIAGO CRUZ SERRANO,SANTIAGO CRUZ SERRANO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,PETÉN
17-01-0155-46,17-001,PETEN,FLORES,COLEGIO CRISTIANO EL HASHAMAYIM,SANTA ELENA DE LA CRUZ,79261812,SERGIO LUIS LEIVA,JORGE ULICES RUANO CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-01-0156-46,17-001,PETEN,FLORES,CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-DEPARTAMENYTAL,5TA.CALLE Y 3RA AV.ZONA 2 SANTA ELENA,58015134,SERGIO LUIS LEIVA,MAYKON JOSE TE MAQUIN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,PETÉN
17-01-0159-46,17-001,PETEN,FLORES,COLEGIO DE EDUCACION MEDIA SAN ISIDRO,ALDEA IXLU,55164373,SERGIO LUIS LEIVA,RUTIAL SALGUERO CASTRO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN
17-01-0161-46,17-001,PETEN,FLORES,CENTRO EDUCATIVO MODELO,COLONIA MORALES,59893637,SERGIO LUIS LEIVA,FRANCISCO VALENTIN SOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN
17-01-0163-46,17-001,PETEN,FLORES,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL-IMEF-,4TA.2DA.CALLE ZONA 2 SANTA ELENA,41118747,SERGIO LUIS LEIVA,ESTERTH JOEMI PINELO RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN
17-01-0165-46,17-001,PETEN,FLORES,"CENTRO EDUCATIVO CRISTIANO ""GÉNESIS""","ZONA 0, CALLE ESCUELA PRIMARIA, ALDEA PAXCAMAN",48374505,SERGIO LUIS LEIVA,ALMEIDA ESTER BIN TENÍ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN
17-01-0167-46,17-001,PETEN,FLORES,"INSTITUTO DE EDUCACIO9N BASICA Y BACHILLERATO POR MADURREZ, CAMINO A LA LIBERTAD",CENTRO DE DETENCION DEPARTAMENTAL,58373736,SERGIO LUIS LEIVA,XIOMARA ANAYELY DEL CID COY,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-0481-46,17-002,PETEN,FLORES,INSTITUTO MIXTO LA PARROQUIA,SANTA ELENA DE LA CRUZ,78230387,LILIA SAUDITA SUNTECUN CHAN DE VITZIL,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-0485-46,17-001,PETEN,FLORES,ESCUELA NORMAL RURAL NO. 5 PROFESOR JULIO EDMUNDO ROSADO PINELO,BARRIO SANTA ELENA,78425736,SERGIO LUIS LEIVA,VAYRON ANTONIO CONTRERAS POZADAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-1049-46,17-001,PETEN,FLORES,LICEO MAYA,"3A. AV. 1-77 ZONA 1, SANTA ELENA",79248747,SERGIO LUIS LEIVA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-2295-46,17-001,PETEN,FLORES,INSTITUTO COMERCIAL VILLA CONCEPCION,1A. AV. Y 2A. CALLE ZONA 2 BO. VILLA CONCEPCION,79248180,SERGIO LUIS LEIVA,VERONICA MILDRED MAS REYES DE SAGASTUME,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-2434-46,17-001,PETEN,FLORES,LICEO MODERNO EN COMPUTACION (LIMCO),CALZADA VIRGILIO RODRIGUEZ MACAL 6-40,79261015,SERGIO LUIS LEIVA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-3316-46,25-000,PETEN,FLORES,INSTITUTO GUATEMALTECA DE EDUCACION RADIOFONICA (IGER),,,SONIA HAYDEE REYES MONTERROSO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,PETÉN
17-01-3414-46,17-001,PETEN,FLORES,COLEGIO INTEGRADO DE EDUCACION PROFESIONAL DE PETEN (CIEPP),ALDEA IXLU,,SERGIO LUIS LEIVA,,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-3415-46,17-001,PETEN,FLORES,INSTITUTO NOCTURNO DE EDUCACION INTEGRAL,SANTA ELENA,,SERGIO LUIS LEIVA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),PETÉN
17-01-3447-46,17-001,PETEN,FLORES,ESCUELA NORMAL DE EDUCACION FISICA,COMPLEJO DEPORTIVO MAYA,59766410,SERGIO LUIS LEIVA,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN
17-01-3567-46,17-001,PETEN,FLORES,LICEO MODERNO EN COMPUTACION (LIMCO),CALZADA VIRGILIO RODRIGUEZ MACAL 6-40 ZONA 2 SANTA ELENA,79261015,SERGIO LUIS LEIVA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-01-3949-46,17-001,PETEN,FLORES,INSTITUTO TECNOLOGICO HOWARD W. HUNTER,SANTA ELENA PETEN,79262016,SERGIO LUIS LEIVA,OLGA MARINA VELIZ DE BAÑOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN
17-01-3993-46,17-001,PETEN,FLORES,CENTRO EDUCATIVO PETEN-CEP-,SANTA ELENA DE LA CRUZ,42509151,SERGIO LUIS LEIVA,HAYDEÉ DALILA IEMIMAH CARRANZA TAMBITO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-01-3998-46,17-001,PETEN,FLORES,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,4A. AV. Y 3A. CALLE ZONA 2,79248505,SERGIO LUIS LEIVA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-01-4075-46,17-001,PETEN,FLORES,INSTITUTO MIXTO DE EDUCACION FUNDAMENTAL IMEF,4A. AVENIDA 3A. CALLE ZONA 2 SANTA ELENA,79248505,SERGIO LUIS LEIVA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-01-4102-46,17-001,PETEN,FLORES,COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ -COMADEP-,ALDEA SANTA ELENA DE LA CRUZ,78210006,SERGIO LUIS LEIVA,BARBARA JULIA IVONE LOPEZ VARGAS,DIVERSIFICADO,PRIVADO,RURAL,TEMPORAL TITULOS,BILINGUE,DOBLE,A DISTANCIA,PETÉN
17-02-0003-46,17-002,PETEN,SAN JOSE,ESCUELA ECOLOGICA SAN JOSE,BARRIO VISTA LAGO,,LILIA SAUDITA SUNTECUN CHAN DE VITZIL,MARLENY ESMERALDA CHAN TESUCUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-02-0011-46,17-002,PETEN,SAN JOSE,"ESCUELA PRIVADA DE MAGISTERIO ""SAN JOSÉ""",BARRIO VISTA LAGO,59882736,LILIA SAUDITA SUNTECUN CHAN DE VITZIL,ARELI MAGALI CHAN TESUCUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-02-0013-46,17-002,PETEN,SAN JOSE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO EL PROGRESO,49882736,LILIA SAUDITA SUNTECUN CHAN DE VITZIL,IRIS ARACELY CHAN TESUCUN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-02-3565-46,17-003,PETEN,SAN JOSE,"ESCUELA PRIVADA DE MAGISTERIO ""SAN JOSÉ""",BARRIO EL PROGRESO,42479181,FERNANDO RAFAEL LEAL CORDOVA,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0002-46,17-003,PETEN,SAN BENITO,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",BARRIO EL PORVENIR 5 CALLE Y 2AV.,79263476,FERNANDO RAFAEL LEAL CORDOVA,CASTA TANAIRI MORE FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-03-0006-46,17-003,PETEN,SAN BENITO,"CENTRO EDUCATIVO ""BETHANIA""",6A. CALLE ZONA 4 BARRIO LA PAZ,78238216,FERNANDO RAFAEL LEAL CORDOVA,IRIS YANETH CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0007-46,17-004,PETEN,SAN BENITO,"""CENTRO DE FORMACION PROFESIONAL DE PETEN""",COLONIA ITZA,79248279,BARBARA JULIAIVONE LOPEZ VARGAS,---,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0025-46,17-003,PETEN,SAN BENITO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA ITZA,45156995,FERNANDO RAFAEL LEAL CORDOVA,KARLA VERONICA CHANCHAVAC GONZALEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0038-46,17-004,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,"3A. AVENIDA 5-60 ENTRE 4A. Y 5A. CALLE, ZONA 6 BARRIO EL PORVENIR",79260763,BARBARA JULIAIVONE LOPEZ VARGAS,CARLOS GILBERTO AGUILAR SANDOVAL,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-03-0042-46,17-049,PETEN,SAN BENITO,COLEGIO MIXTO PRIVADO SAN PEDRO,BARRIO 3 DE ABRIL,58840910,CLAUDIA LUCRECIA ROSALES PECHE,ALVARO NOLASCO TRUJILLO CORZO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-03-0044-46,17-038,PETEN,SAN BENITO,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI- SAN BENITO,SAN BENITO,58059364,FILIBERTO FIDEL PEREZ DE LEON,MANUEL TRINIDAD BURGOS PAZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0071-46,17-004,PETEN,SAN BENITO,CENTRO EDUCATIVO LA PATRIA -CEPATRIA-,"1A. AVENIDA ""B"" 17-47, ZONA 1, BARRIO ""3 DE ABRIL""",79263506,BARBARA JULIAIVONE LOPEZ VARGAS,CARLOS MANUEL MORALES MAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0072-46,17-003,PETEN,SAN BENITO,LICEO NUEVO PANORAMA,BARRIO NUEVO PANORAMA,53540926,FERNANDO RAFAEL LEAL CORDOVA,WILLIAM FREDY LICKEZ ESPAÑA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-03-0079-46,17-003,PETEN,SAN BENITO,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""","5TA. CALLE Y 2DA. AVENIDA, BARRIO EL PORVENIR",79263476,FERNANDO RAFAEL LEAL CORDOVA,HUSWER LANDREWS SARCEÑO MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0084-46,17-049,PETEN,SAN BENITO,LICEO CRISTIANO BILINGUE JEHOVA JIREH,3RA.AV.5-60 BARRIO PORVENIR,586577,CLAUDIA LUCRECIA ROSALES PECHE,MAYLIN YERENI HERNANDEZ CORADO DE BIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0085-46,17-049,PETEN,SAN BENITO,LICEO CRISTIANO BILINGUE JEHOVA JIREH,3RA.AV.5-60 BARRIO PORVENIR,586577,CLAUDIA LUCRECIA ROSALES PECHE,MAYLI YIRENI HERNANDEZ CORADO DE BIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0088-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACION BASICA Y DIVERSIFICADO-CEPMEBYD,COLONIA VISTA HERMOSSA,42150707,FERNANDO RAFAEL LEAL CORDOVA,EDNA KELY ZABALA GODINEZ DE EZQUIVEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0089-46,17-038,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,BARRIO EL PORVENIR,79263476,FILIBERTO FIDEL PEREZ DE LEON,CASTA TANAIRI MORE FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),PETÉN
17-03-0094-46,17-003,PETEN,SAN BENITO,LICEO INTEGRAL NUEVA GENERACION,BARRIO EL PEDREGAL,41821593,FERNANDO RAFAEL LEAL CORDOVA,MARIA FERNANDA ESCALERA ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0095-46,17-003,PETEN,SAN BENITO,COLEGIO MADRE ANTONIA LALIA HERMANAS DOMINICAS DE SAN SISTO VECCHIO,COLONIA JUAREZ,33812286,FERNANDO RAFAEL LEAL CORDOVA,JOSELYN MELIZA MELCHOR BERGES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-03-0098-46,17-003,PETEN,SAN BENITO,LICEO INTEGRAL NUEVA GENERACION - LING-,BARRIO EL PEDREGAL,41821593,FERNANDO RAFAEL LEAL CORDOVA,LISBETH YESENIA CRUZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0099-46,17-003,PETEN,SAN BENITO,LICEO INTEGRAL NUEVA GENERACION - LING-,BARRIO EL PEDREGAL,41821593,FERNANDO RAFAEL LEAL CORDOVA,LISBETH YESENIA CRUZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0101-46,17-003,PETEN,SAN BENITO,COLEGIO CRISTIANO BILINGUE MANANTIAL,COLONIA TIKAL,59374505,FERNANDO RAFAEL LEAL CORDOVA,NIVIA ADALY LARIOS PRADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN
17-03-0102-46,17-003,PETEN,SAN BENITO,COLEGIO ADVENTISTA DE PETEN,BARRIO 3 DE ABRIL,7926233,FERNANDO RAFAEL LEAL CORDOVA,EVLIN MARISOL HERNANDEZ COLLI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN
17-03-0104-46,17-003,PETEN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,BARRIIO SAN JUAN,42549357,FERNANDO RAFAEL LEAL CORDOVA,EDWIN NOE MARROQUIN HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
17-03-0111-46,17-003,PETEN,SAN BENITO,INSTITUTO MIXTO PRIVADO EDUCATIVO DE BACHILLERATO -IMPEB-,BARRIO VISTA HERMOSA,59483938,FERNANDO RAFAEL LEAL CORDOVA,SONIA RUTH BARAJAS VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN
