CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
11-01-0127-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,,MIGUEL ANGEL ARMAS ROCHA,MIGUEL ANGEL PISQUIY QUIXTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0133-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO IDEAS,"9A. AVENIDA A, 2-05 RESIDENCIALES ANA LUCIA, ZONA 4",77713771,MIGUEL ANGEL ARMAS ROCHA,SALVADOR LIMA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0136-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,"LOTIFICACION PERU, ZONA 4",77716393,MIGUEL ANGEL ARMAS ROCHA,SILVIA MAGDALENA JUAREZ IXMAY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0137-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,"LOTIFICACION PERU, ZONA 4",30931824,MIGUEL ANGEL ARMAS ROCHA,SILVIA RODRIGUEZ CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0140-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR,"3A. CALLE 6-49, ZONA 1",,MIGUEL ANGEL ARMAS ROCHA,LUIS ROBERTO ANGEL ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0142-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,,MIGUEL ANGEL ARMAS ROCHA,MIGUEL ANGEL PISQUIY QUIXTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0143-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,,MIGUEL ANGEL ARMAS ROCHA,MIGUEL ANGEL PISQUIY QUIXTAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0153-46,11-004,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO SINAI,"5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6",77715189,MIGUEL ANGEL ARMAS ROCHA,LORENA AMANDA PASTOR BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0155-46,11-004,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO SINAI,"5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6",77715189,MIGUEL ANGEL ARMAS ROCHA,LORENA AMANDA PASTOR BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU
11-01-0159-46,11-016,RETALHULEU,RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,,MARIO RENE RIVERA ARGUETA,MIGUEL ANGEL PISQUY QUIXTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,RETALHULEU
11-01-0164-46,11-004,RETALHULEU,RETALHULEU,COLEGIO LICEO DEL SUR BILINGUE LISBI,11 CALLE 5-01 ZONA 2,77717134,MIGUEL ANGEL ARMAS ROCHA,ERICA ILIANA CASTILLO RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0165-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,"7A. CALLE 4-84, ZONA 1",77283648,MIGUEL ANGEL ARMAS ROCHA,IRMA LORENA MONROY AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0167-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,"7A. CALLE 4-84, ZONA 1",77283648,MIGUEL ANGEL ARMAS ROCHA,IRMA LORENA MONROY AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0168-46,11-004,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO CABALLO BLANCO,ALDEA CABALLO BLANCO,55426137,MIGUEL ANGEL ARMAS ROCHA,EDGAR STUARDO RIVERA CANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0170-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO CENTROAMERICANO,"5A. CALLE 5-05, ZONA 6",77713657,MIGUEL ANGEL ARMAS ROCHA,KARINA YEE OLIVA DE SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0171-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO CENTROAMERICANO,"5A. CALLE 5-05, ZONA 6",77713657,MIGUEL ANGEL ARMAS ROCHA,KARINA YEE OLIVA DE SANTIZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0188-46,11-017,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO INTEGRAL ISRAEL,"1A. CALLE 8-90, CANTON TABLEROS, ZONA 5",42265485,MIGUEL ANGEL ARMAS ROCHA,HIOVANY ALEJANDRO ALVAREZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0193-46,11-004,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,5A. AVENIDA 7-55 ZONA 1,77283648,MIGUEL ANGEL ARMAS ROCHA,IRMA LORENA MONROY AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0197-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO LICEO RETALTECO,3A. AVENIDA 6-49 ZONA 1,77710580,MIGUEL ANGEL ARMAS ROCHA,JORGE VICTORIO VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0199-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO LICEO RETALTECO,3A. AVENIDA 6-49 ZONA 1,77710580,MIGUEL ANGEL ARMAS ROCHA,JORGE VICTORIO VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0200-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO RETALHULEU,6A. AVENIDA 3-40 ZONA 1,77710086,MIGUEL ANGEL ARMAS ROCHA,SALVADOR LIMA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0201-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO RETALHULEU,6A. AVENIDA 3-40 ZONA 1,77710086,MIGUEL ANGEL ARMAS ROCHA,SALVADOR LIMA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0206-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO LUIS CARDONA Y ARAGON,"4A. AVENIDA 8-03, ZONA 1",42207257,MIGUEL ANGEL ARMAS ROCHA,EBER AUGUSTO HERRERA AMEZQUITA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0208-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO LUIS CARDONA Y ARAGON,"4A. AVENIDA 8-03, ZONA 1",42207257,MIGUEL ANGEL ARMAS ROCHA,EBER AUGUSTO HERRERA AMEZQUITA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0212-46,11-004,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO BLAISE PASCAL,2A CALLE 5-80 ZONA 1,77714747,MIGUEL ANGEL ARMAS ROCHA,MARIO JOAQUÍN DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0215-46,11-004,RETALHULEU,RETALHULEU,"CENTRO EDUCATIVO ""NUESTRO MUNDO""","7A. CALLE 8-72, ZONA 1",77710773,MIGUEL ANGEL ARMAS ROCHA,LIGIA MARÍA CONCEPCIÓN ALVAREZ MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0218-46,11-004,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO RETALTECO DE FORMACIÓN INTEGRAL,8VA. AVENIDA 8-01 ZONA 1,59842385,MIGUEL ANGEL ARMAS ROCHA,JORGE LUIS DÍAZ DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0223-46,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO IDEAS,"9A. AVENIDA ""A"" ANA LUCIA ZONA 4, RETALHULEU",77713771,MIGUEL ANGEL ARMAS ROCHA,SALVADOR LIMA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0225-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,LOTIFICACION PERU ZONA 4,30931824,MIGUEL ANGEL ARMAS ROCHA,SILVIA RODRIGUEZ CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0226-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,LOTIFICACION PERU ZONA 4,77716393,MIGUEL ANGEL ARMAS ROCHA,SILVIA RODRIGUEZ CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0230-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,15A. CALLE LOTIFICACION PERU ZONA 4,77716393,MIGUEL ANGEL ARMAS ROCHA,SILVIA RODRIGUEZ CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU
11-01-0232-46,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO LICEO RETALTECO,3A. AVENIDA 6-49 ZONA 1,77710580,MIGUEL ANGEL ARMAS ROCHA,JORGE VICTORIO VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0236-46,11-017,RETALHULEU,RETALHULEU,LICEO TECNOLÓGICO JAVIER MARTINEZ,"7A. CALLE, 2-54, ZONA 1 RETALHULEU",34077993,MIGUEL ANGEL ARMAS ROCHA,EBER NEIM CIFUENTES GRAMAJO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0237-46,11-017,RETALHULEU,RETALHULEU,LICEO TECNOLÓGICO JAVIER MARTINEZ,"7A. CALLE, 2-54, ZONA 1 RETALHULEU",34077993,MIGUEL ANGEL ARMAS ROCHA,EBER NEIM CIFUENTES GRAMAJO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0240-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLÓGICO CABALLO BLANCO,"AREA URBANA, ALDEA CABALLO BLANCO RETALHULEU",41349740,MIGUEL ANGEL ARMAS ROCHA,EDGAR STUARDO RIVERA CANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0241-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLÓGICO CABALLO BLANCO,"AREA URBANA, ALDEA CABALLO BLANCO RETALHULEU",55426137,MIGUEL ANGEL ARMAS ROCHA,EDGAR STUARDO RIVERA CANO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0242-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO DE EDUCACIÓN ARTÍSTICA DEL SUR IDEAS,"9A. AVENIDA A 2-05, RESIDENCIALES ANA LUCIA, ZONA 4 RETALHULEU",77713771,MIGUEL ANGEL ARMAS ROCHA,ABRAHAM ISAIAS VELASQUEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU
11-01-0249-46,11-017,RETALHULEU,RETALHULEU,"CENTRO EDUCATIVO RETALTECO DE FORMACIÓN Y CAPACITACIÓN ""DON BOSCO""",4A. AVENIDA 3-03 ZONA 1,42712419,MIGUEL ANGEL ARMAS ROCHA,WAGNER EMILIO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0250-46,11-017,RETALHULEU,RETALHULEU,"CENTRO EDUCATIVO DE FORMACIÓN Y CAPACITACIÓN ""DON BOSCO""",4A. AVENIDA 3-03 ZONA 1,42172807,MIGUEL ANGEL ARMAS ROCHA,WAGNER EMILIO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0252-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,1A. CALLE 4-05 CALDZADA NAVIDAD ZONA 4,77713125,MIGUEL ANGEL ARMAS ROCHA,GLENDY SORAYDA MORENO POP,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0253-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,1A. CALLE 4-05 CALZADA NAVIDAD ZONA 4,77713125,MIGUEL ANGEL ARMAS ROCHA,GLENDY SORAYDA MORENO POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0255-46,11-017,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO NUEVA CANDELARIA,ALDEA NUEVA CANDELARIA,59265598,MIGUEL ANGEL ARMAS ROCHA,HERMES SIGFRIDO ALVARADO ANDRADE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0257-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO SUPERACIÓN,7A. AVENIDA 4-68 ZONA 1,30094458,MIGUEL ANGEL ARMAS ROCHA,PEDRO MANUEL LUCAS CHANTÉ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0258-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO SUPERACIÓN,7A. AVENIDA 4-68 ZONA 1,30090452,MIGUEL ANGEL ARMAS ROCHA,ENMA CRISTINA MARROQUÍN REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0267-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO EVANGÉLICO MIXTO ""SINAÍ""",2A. CALLE 5-16 ZONA 4,77715340,MIGUEL ANGEL ARMAS ROCHA,JORGE ROCAEL LÁZARO GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0268-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO EVANGÉLICO MIXTO ""SINAÍ"" II",2A. CALLE 5-16 ZONA 4,77715340,MIGUEL ANGEL ARMAS ROCHA,JORGE ROCAEL LÁZARO GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0271-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO TECNOLÓGICO ""BLAISE PASCAL""",2A. CALLE 5-82 ZONA 1,41503836,MIGUEL ANGEL ARMAS ROCHA,YENIFFER ANALY MACKEPEACE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0272-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO TECNOLÓGICO ""BLAISE PASCAL""",2A. CALLE 5-82 ZONA 1,41503836,MIGUEL ANGEL ARMAS ROCHA,YENIFFER ANALY MACKEPEACE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0276-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO ""SANTA TERESA""",ALDEA CABALLO BLANCO,41498467,MIGUEL ANGEL ARMAS ROCHA,HECTOR ARMANDO TOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0286-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA (IPEM),3A CALLE 6-79 ZONA 4,77712241,MIGUEL ANGEL ARMAS ROCHA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0291-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""NUEVA GENERACIÓN""",5-03 ZONA 4 CALZADA NAVIDAD,77718842,MIGUEL ANGEL ARMAS ROCHA,BRIDALDO ALONZO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0293-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO ""JOSÉ BATRES MONTÚFAR""",3RA. AVENIDA 6-92 ZONA 2 LOTIFICACION EL RIO,56220514,MIGUEL ANGEL ARMAS ROCHA,EDELMIRA SANTOS SÁNCHEZ MORÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0294-46,11-004,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""NUEVA GENERACIÓN""",5-03 ZONA 4 CALZADA NAVIDAD,77718842,MIGUEL ANGEL ARMAS ROCHA,BRIDALDO ALONZO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0296-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""NUEVA GENERACIÓN""",5-03 ZONA 4 CALZADA NAVIDAD,77718842,MIGUEL ANGEL ARMAS ROCHA,BRIDALDO ALONZO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0298-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO EVANGÉLICO MIXTO ""SINAÍ""","5A. CALLE INGRESO AL PEDREGAL I, ZONA 6",77715189,MIGUEL ANGEL ARMAS ROCHA,OLGA MAVIL CAYAX PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0300-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO EVANGÉLICO MIXTO ""SINAÍ""","5A. CALLE INGRESO AL PEDREGAL I, ZONA6",77715189,MIGUEL ANGEL ARMAS ROCHA,OLGA MAVIL CAYAX PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0304-46,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO EN COMPUTACIÓN LA MERCED,4TA. AVE. 4-58 ZONA 1,77718857,MIGUEL ANGEL ARMAS ROCHA,MARJORY VANESSA CABRERA ELIAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
